Season,Club (grouped),Club,First Name,Last Name,Position,Total Compensation,Base Salary
2018,TFC,TOR,Sebastian,Giovinco,F,7115556,5600000
2018,TFC,TOR,Michael,Bradley,M,6500000,6000000
2018,LAFC,LAFC,Carlos,Vela,F,6292500,4500000
2018,CHI,CHI,Bastian,Schweinsteiger,M,6100000,6100000
2018,LAG,LA,Giovani,dos Santos,F,6000000,4250000
2018,NYC,NYCFC,David,Villa,F,5610000,5610000
2018,TFC,TOR,Jozy,Altidore,F,5000000,5000000
2018,MTL,MTL,Ignacio,Piatti,M,4713333,500000
2018,COL,COL,Tim,Howard,GK,2475000,2000000
2018,POR,POR,Diego,Valeri,M,2380000,2320000
2018,SEA,SEA,Nicolas,Lodeiro,M,2302500,1800000
2018,ATL,ATL,Miguel,Almiron,M,2297000,1912500
2018,MLS,MLS,Yura,Movsisyan,F,2073750,1850000
2018,NYC,NYCFC,Maxi,Moralez,M,2000000,2000000
2018,LAG,LA,Jonathan,dos Santos,M,2000000,2000000
2018,POR,POR,Fanendo,Adi,F,1933333,1275000
2018,CHI,CHI,Nemanja,Nikolic,F,1906333,1700000
2018,LAG,LA,Romain,Alessandrini,M,1869996,1539996
2018,PHI,PHI,Borek,Dockal,M,1714286,1714286
2018,COL,COL,Shkelzen,Gashi,F,1668750,1575000
2018,MNU,MNUFC,Darwin,Quintero,F,1650000,1650000
2018,KC,KC,Felipe,Gutierrez,M,1650000,1600000
2018,SEA,SEA,Clint,Dempsey,F,1650000,1100000
2018,RBNY,NYRB,Bradley,Wright-Phillips,F,1635000,1500000
2018,TFC,TOR,Victor,Vazquez,M,1500000,1365000
2018,LAG,LA,Zlatan,Ibrahimovic,F,1500000,1500000
2018,SJ,SJ,"Valeri ""Vako""",Qazaishvili,M,1454042,1325004
2018,ATL,ATL,Ezequiel,Barco,M,1425000,1425000
2018,ATL,ATL,Josef,Martinez,F,1387318,1270008
2018,ORL,ORL,Dom,Dwyer,F,1383333,1200000
2018,POR,POR,Sebastian,Blanco,M,1375008,1300008
2018,TFC,TOR,Ager,Aketxe Barrutia,M,1295000,1190000
2018,CHI,CHI,Aleksandar,Katai,M,1276333,1140000
2018,PHI,PHI,Alejandro,Bedoya,M,1266250,1200000
2018,PHI,PHI,David,Accam,F-M,1250000,1250000
2018,RSL,RSL,Alfredo,Ortuno,F,1162500,990000
2018,SEA,SEA,Osvaldo,Alonso,M,1141667,1100000
2018,ORL,ORL,Sacha,Kljestan,M,1100000,1025000
2018,CLB,CLB,Federico,Higuain,M,1100000,1100000
2018,SEA,SEA,Victor,Rodriguez,M,1087500,1000000
2018,LAFC,LAFC,Diego,Rossi,F,1052000,1000000
2018,POR,POR,Lucas,Melano,F,1050000,830000
2018,RSL,RSL,Damir,Kreilach,M,1013333,900000
2018,NE,NE,Krisztian,Nemeth,F,1007667,900000
2018,DC,DC,Zoltan,Stieber,M,1000000,1000000
2018,LAG,LA,Jorgen,Skjelvik,D,1000000,900000
2018,VAN,VAN,Kei,Kamara,F,1000000,1000000
2018,RBNY,NYRB,Marc,Rzatkowski,M,976167,885000
2018,FCD,DAL,Mauro,Diaz,M,949890,853000
2018,LAFC,LAFC,Adama,Diomande,F,935000,850000
2018,LAG,LA,Ola,Kamara,F,925000,825000
2018,NE,NE,Claude,Dielna,D,909861,780000
2018,RSL,RSL,Albert,Rusnak,M,907821,850008
2018,COL,COL,Yannick,Boli,F,907500,775000
2018,KC,KC,Roger,Espinoza,M,900000,900000
2018,CLB,CLB,Jonathan,Mensah,D,868996,774996
2018,ORL,ORL,Lamine,Sane,D,855000,807500
2018,COL,COL,Stefan,Aigner,M,845885,800000
2018,TFC,TOR,Gregory,Van Der Wiel,D,835000,800000
2018,FCD,DAL,Roland,Lamah,M,818500,675000
2018,NYC,NYCFC,Jo Inge,Berget,F,816667,600000
2018,MTL,MTL,Alejandro,Silva,M,800040,800040
2018,SJ,SJ,Chris,Wondolowski,F,800000,800000
2018,FCD,DAL,Reto,Ziegler,D,800000,750000
2018,MTL,MTL,Saphir,Taider,M,800000,800000
2018,CLB,CLB,Pedro,Santos,M,794600,747600
2018,POR,POR,Larrys,Mabiala,D,793333,750000
2018,KC,KC,Matt,Besler,D,783250,750000
2018,KC,KC,Graham,Zusi,D,782102,750000
2018,FCD,DAL,Maximiliano,Urruti,F,781000,700000
2018,NYC,NYCFC,Jesus,Medina,M,770833,650000
2018,ATL,ATL,Hector,Villalba,F,770750,663000
2018,VAN,VAN,Brek,Shea,D-M,745000,700000
2018,FCD,DAL,Carlos,Gruezo,M,730750,595000
2018,LAG,LA,Ashley,Cole,D,722500,450000
2018,MTL,MTL,Matteo,Mancosu,F,719542,700000
2018,CHI,CHI,Dax,McCarty,M,712500,700000
2018,RSL,RSL,Marcelo,Silva,D,711875,675000
2018,MTL,MTL,Rod,Fanni,D,710000,690000
2018,RBNY,NYRB,Alejandro 'Kaku',Romero,M,709091,709091
2018,VAN,VAN,Aly,Ghazal,M,700567,575000
2018,ATL,ATL,Brad,Guzan,GK,700008,640008
2018,KC,KC,Johnny,Russell,M,700000,700000
2018,POR,POR,Liam,Ridgewell,D,700000,700000
2018,MTL,MTL,Rudy,Camacho,D,699153,650000
2018,ATL,ATL,Leandro,Pirez,D,685004,650004
2018,RSL,RSL,Joao,Plata,F,683333,525000
2018,COL,COL,Joe,Mason,F,682500,650000
2018,KC,KC,Yohan,Croizet,M,680004,650004
2018,RBNY,NYRB,Daniel,Royer,M,668750,600000
2018,LAFC,LAFC,Laurent,Ciman,D,661667,630000
2018,DC,DC,Luciano,Acosta,F-M,652000,550000
2018,HOU,HOU,Alberth,Elis,F,650340,650340
2018,SEA,SEA,Roman,Torres,D,645000,575000
2018,MNU,MNUFC,Christian,Ramirez,F,641250,575000
2018,COL,COL,Tommy,Smith,D,640000,600000
2018,DC,DC,Paul,Arriola,M,639000,625000
2018,ORL,ORL,Jonathan,Spector,D,636942,575004
2018,SEA,SEA,Kim,Kee-Hee,D,632004,500004
2018,CLB,CLB,Gyasi,Zardes,F,630000,630000
2018,LAFC,LAFC,Benny,Feilhaber,M,625000,625000
2018,PHI,PHI,Jay,Simpson,F,623341,580008
2018,ATL,ATL,Darlington,Nagbe,F-M,620000,605000
2018,LAG,LA,Michael,Ciani,D,620000,600000
2018,VAN,VAN,Efrain,Juarez,D-M,619833,525000
2018,POR,POR,Samuel,Armenteros,F,608333,600000
2018,VAN,VAN,Kendall,Waston,D,604167,575000
2018,NE,NE,Juan,Agudelo,F,602500,575000
2018,ORL,ORL,Yoshimar,Yotun,M,599996,549996
2018,CHI,CHI,Johan,Kappelhof,D,595000,555000
2018,KC,KC,Gerso,Fernandes,F-M,591258,550008
2018,CHI,CHI,Michael,de Leeuw,F,589213,525000
2018,ATL,ATL,Chris,McCann,M,588000,560000
2018,FCD,DAL,Cristian,Colman,F,585000,500000
2018,ORL,ORL,Cristian,Higuita,M,581663,444996
2018,ORL,ORL,Justin,Meram,M,578758,550008
2018,SEA,SEA,Kelvin,Leerdam,D,575000,500000
2018,POR,POR,Diego,Chara,M,572000,550000
2018,SJ,SJ,Florian,Jungwirth,D-M,566671,500004
2018,NYC,NYCFC,Alexander,Callens,D,564000,500000
2018,TFC,TOR,Chris,Mavinga,D,563333,500000
2018,CLB,CLB,Wil,Trapp,M,550004,500004
2018,NE,NE,Cristian,Penilla,F,550000,500000
2018,SEA,SEA,Magnus,Eikrem,M,546667,480000
2018,PHI,PHI,Haris,Medunjanin,M,545004,500004
2018,NE,NE,Wilfried,Zahibo,M,544000,474000
2018,FCD,DAL,Santiago,Mosquera,M,541400,450000
2018,COL,COL,Daniel,Wilson,D,540000,500000
2018,SJ,SJ,Jahmir,Hyka,M,539996,489996
2018,VAN,VAN,Yordy,Reyna,F-M,533700,440000
2018,RSL,RSL,Kyle,Beckerman,M,530008,505008
2018,FCD,DAL,Matt,Hedges,D,525004,500004
2018,DC,DC,Steven,Birnbaum,D,525004,500004
2018,PHI,PHI,CJ,Sapong,F,525000,525000
2018,MNU,MNUFC,Francisco,Calvo,D,522600,450000
2018,DC,DC,Yamil,Asad,M,520523,436364
2018,SJ,SJ,Danny,Hoesen,F,518000,465000
2018,LAFC,LAFC,Lee,Nguyen,M,500000,500000
2018,LAFC,LAFC,Omar,Gaber,D-M,500000,500000
2018,PHI,PHI,Andre,Blake,GK,500000,450000
2018,HOU,HOU,Tomas,Martinez,M,487929,305004
2018,MNU,MNUFC,Kevin,Molino,M,477504,425004
2018,LAG,LA,Perry,Kitchen,D-M,474167,450000
2018,SJ,SJ,Anibal,Godoy,M,473125,425000
2018,ORL,ORL,Will,Johnson,M,470004,434004
2018,LAFC,LAFC,Eduard,Atuesta,M,468000,450000
2018,RBNY,NYRB,Luis,Robles,GK,460000,460000
2018,RBNY,NYRB,Aurelien,Collin,D,450000,450000
2018,RBNY,NYRB,Carlos,Rivas,M,444996,444996
2018,NYC,NYCFC,Anton,Tinnerholm,D,434925,350000
2018,HOU,HOU,Adam,Lundkvist,D,433750,405000
2018,NE,NE,Gabriel,Somi,D,425000,391000
2018,VAN,VAN,Felipe,Martins,M,425000,425000
2018,RSL,RSL,Nick,Rimando,GK,422500,400000
2018,DC,DC,Darren,Mattocks,F,416667,400000
2018,ORL,ORL,Oriol,Rosell,M,412500,412500
2018,VAN,VAN,Cristian,Techera,M,412000,387000
2018,NYC,NYCFC,Alexander,Ring,M,411667,370000
2018,NYC,NYCFC,Maxime,Chanot,D,408000,375000
2018,COL,COL,Jack,Price,M,407500,400000
2018,NE,NE,Antonio,Mlinar Delamea,D,400008,400008
2018,SJ,SJ,Magnus,Eriksson,F,400000,400000
2018,FCD,DAL,Michael,Barrios,M,400000,400000
2018,RSL,RSL,Jefferson,Savarino,F,398688,375000
2018,NYC,NYCFC,Ronald,Matarrita,D,395000,275000
2018,FCD,DAL,Anibal,Chala,D,383000,300000
2018,NYC,NYCFC,Ebenezer,Ofori,M,381250,325000
2018,MNU,MNUFC,Ethan,Finlay,M,375000,375000
2018,DC,DC,David,Ousted,GK,369167,350000
2018,MLS,MLS,Muhamed,Keita,F,367292,325000
2018,COL,COL,Nana,Adjei-Boateng,M,361250,320004
2018,CHI,CHI,Tony,Tchani,M,353333,320000
2018,CHI,CHI,Luis,Solignac,F,353313,300000
2018,SEA,SEA,Will,Bruin,F,351667,350000
2018,NYC,NYCFC,Ismael,Tajouri,F,350500,320000
2018,TFC,TOR,Drew,Moor,D,350004,350004
2018,SEA,SEA,Gustav,Svensson,M,350000,350000
2018,MTL,MTL,Zakaria,Diallo,D,343250,299250
2018,KC,KC,Ike,Opara,D,342917,325000
2018,SJ,SJ,Yeferson,Quintana,D,341250,300000
2018,SEA,SEA,Chad,Marshall,D,341250,325000
2018,ATL,ATL,Michael,Parkhurst,D,340008,340008
2018,MNU,MNUFC,Sam,Cronin,M,339750,315000
2018,MNU,MNUFC,Alexi,Gomez,M,339450,300000
2018,CLB,CLB,Harrison,Afful,D,335600,288100
2018,MNU,MNUFC,Miguel,Ibarra,M,332322,300000
2018,KC,KC,Ilie,Sanchez,M,330008,325008
2018,MTL,MTL,Dom,Oduro,F,330000,330000
2018,PHI,PHI,Ilson,Dias,M,327000,300000
2018,MNU,MNUFC,Ibson,da Silva,M,317083,300000
2018,KC,KC,Tim,Melia,GK,316667,300000
2018,MNU,MNUFC,Luiz,Fernando,M,314167,275000
2018,CLB,CLB,Milton,Valenzuela,D,313300,282000
2018,COL,COL,Sam,Nicholson,M,311456,265008
2018,MTL,MTL,Marco,Donadel,M,305328,120000
2018,VAN,VAN,Bernie,Ibini,F,304008,265008
2018,SJ,SJ,Harold,Cummings,D,300663,249996
2018,NYC,NYCFC,Rodney,Wallace,M,300000,300000
2018,TFC,TOR,Justin,Morrow,D,300000,300000
2018,DC,DC,Frederic,Brillant,D,300000,265000
2018,NE,NE,Luis Alberto,Caicedo,M,300000,300000
2018,FCD,DAL,Kellyn,Acosta,M,300000,280000
2018,LAFC,LAFC,Steven,Beitashour,D,298375,275000
2018,VAN,VAN,Anthony,Blondell,F,295203,250000
2018,LAFC,LAFC,Marco,Urena,F,294413,279996
2018,RSL,RSL,Justen,Glad,D,291700,270000
2018,SJ,SJ,Quincy,Amarikwa,F,289167,275500
2018,RSL,RSL,Sunday,Obayan,M,288000,275000
2018,VAN,VAN,Jordon,Mutch,M,284167,156000
2018,POR,POR,Cristhian,Paredes,M,283500,252000
2018,SEA,SEA,Stefan,Frei,GK,281250,275000
2018,HOU,HOU,Juan,Cabezas,M,279156,255156
2018,HOU,HOU,DaMarcus,Beasley,D,275004,275004
2018,DC,DC,Nick,DeLeon,M,275000,275000
2018,LAG,LA,David,Bingham,GK,275000,275000
2018,HOU,HOU,Darwin,Ceren,M,274375,225000
2018,KC,KC,Emiliano,Amor,D,274375,225000
2018,TFC,TOR,Auro,,D,272504,200004
2018,POR,POR,Vytautas,Andriuskevicius,D,271875,250000
2018,LAG,LA,Rolf,Feltscher,D,270000,240000
2018,MTL,MTL,Victor,Cabrera,D,270000,270000
2018,NE,NE,Andrew,Farrell,D,267600,182600
2018,MNU,MNUFC,Michael,Boxall,D,267341,250008
2018,KC,KC,Diego,Rubio Kostner,F,266875,250000
2018,HOU,HOU,Mauro,Manotas,F,264328,264328
2018,TFC,TOR,Eriq,Zavaleta,D,263558,225000
2018,RBNY,NYRB,Sean,Davis,M,261667,225000
2018,HOU,HOU,Eric,Alexander,M,260004,260004
2018,NE,NE,Teal,Bunbury,F,260000,215000
2018,NYC,NYCFC,Cedric,Hountondji,D,258333,220000
2018,NE,NE,Kelyn,Rowe,M,258000,193000
2018,RBNY,NYRB,Kemar,Lawrence,D,255600,150000
2018,LAG,LA,Sebastian,Lletget,M,252667,240000
2018,HOU,HOU,Romell,Quioto,F,252500,240000
2018,MNU,MNUFC,Collen,Warner,M,251004,251004
2018,NYC,NYCFC,Sean,Johnson,GK,250008,250008
2018,ATL,ATL,Franco,Escobar,D,250008,250008
2018,FCD,DAL,Maynor,Figueroa,D,250000,240000
2018,DC,DC,Patrick,Mullins,F,249996,249996
2018,DC,DC,Russell,Canouse,M,247500,247500
2018,HOU,HOU,Philippe,Senderos,D,242500,225000
2018,MTL,MTL,Jukka,Raitala,D,241671,205004
2018,POR,POR,Alvas,Powell,D,241625,225000
2018,LAG,LA,Joao,Pedro,M,240996,219996
2018,RSL,RSL,Tony,Beltran,D,240950,230000
2018,KC,KC,Cristian,Lobato,M,240000,240000
2018,POR,POR,David,Guzman,M,240000,220000
2018,VAN,VAN,Jose,Aja,D,240000,240000
2018,COL,COL,Johan,Blomberg,M,239808,239808
2018,RSL,RSL,Brooks,Lennon,F,237583,225000
2018,MNU,MNUFC,Johan,Venegas,M,237500,225000
2018,HOU,HOU,Adolfo,Machado,D,236508,220008
2018,LAFC,LAFC,Walker,Zimmerman,D,235000,235000
2018,SEA,SEA,Jordan,Morris,F,234500,222000
2018,RSL,RSL,Luis,Silva,F-M,233667,225000
2018,SJ,SJ,Francois,Affolter,D,232650,200000
2018,HOU,HOU,Andrew,Wenger,M,230000,230000
2018,TFC,TOR,Marco,Delgado,M,230000,230000
2018,MNU,MNUFC,Rasmus,Schuller,M,225004,200004
2018,ORL,ORL,Scott,Sutter,D,225000,225000
2018,RSL,RSL,Jordan,Allen,M,225000,225000
2018,PHI,PHI,Joshua,Yaro,D,224000,140000
2018,TFC,TOR,Clint,Irwin,GK,221313,210000
2018,MNU,MNUFC,Jerome,Thiesson,D,219167,180000
2018,CLB,CLB,Gaston,Sauro,D,213750,213750
2018,FCD,DAL,Jesse,Gonzalez,GK,211500,187500
2018,ATL,ATL,Jeff,Larentowicz,M,210000,210000
2018,CLB,CLB,Artur,de Lima,M,210000,210000
2018,TFC,TOR,Jonathan,Osorio,M,209825,201351
2018,HOU,HOU,AJ,DeLaGarza,D,207500,200000
2018,ATL,ATL,Miles,Robinson,D,205000,135000
2018,TFC,TOR,Tosaint,Ricketts,F,203175,190008
2018,POR,POR,Jeremy,Ebobisse,F,203000,140000
2018,RSL,RSL,Pablo,Ruiz,M,201000,180000
2018,POR,POR,Lawrence,Olum,M,200004,185004
2018,CLB,CLB,Joshua,Williams,D,200000,200000
2018,MTL,MTL,Jeisson,Vargas,M,200000,200000
2018,SJ,SJ,Shea,Salinas,M,200000,200000
2018,NYC,NYCFC,Thomas,McNamara,M,200000,200000
2018,NYC,NYCFC,Yangel,Herrera,M,200000,200000
2018,KC,KC,Brad,Evans,D-M,200000,200000
2018,CLB,CLB,Mike,Grella,F,197550,195300
2018,SJ,SJ,Jackson,Yueill,M,196000,135000
2018,COL,COL,Axel,Sjoberg,D,194996,189996
2018,MNU,MNUFC,Tyrone,Mears,D,194256,194256
2018,POR,POR,Dairon,Asprilla,F-M,193750,180000
2018,ORL,ORL,Mohammed,El-Mounir,D,192833,175000
2018,FCD,DAL,Anton,Nedyalkov,D,192500,180000
2018,SEA,SEA,Cristian,Roldan,M,191000,154000
2018,NE,NE,Diego,Fagundez,M,190000,170000
2018,VAN,VAN,Aaron,Maund,D,189438,180000
2018,ORL,ORL,Joe,Bendik,GK,189083,180000
2018,FCD,DAL,Brandon,Servania,M,186000,135000
2018,MNU,MNUFC,Abu,Danladi,F,186000,135000
2018,ORL,ORL,Stefano,Pinho,F,183333,150000
2018,FCD,DAL,Victor,Ulloa,M,182500,180000
2018,PHI,PHI,Raymon,Gaddis,D,182500,180000
2018,MNU,MNUFC,Bobby,Shuttleworth,GK,181875,165000
2018,CLB,CLB,Mohammed,Abu,M,181258,175008
2018,FCD,DAL,Ema,Twumasi,F,180900,135000
2018,MLS,MLS,Jacob,Peterson,F,180818,173568
2018,ORL,ORL,Dillon,Powers,M,180000,180000
2018,ATL,ATL,Kevin,Kratz,M,179250,165000
2018,MNU,MNUFC,Mason,Toye,F,178000,125000
2018,MLS,MLS,Chance,Myers,D,175008,175008
2018,ATL,ATL,Greg,Garza,D,175008,175008
2018,SEA,SEA,Harry,Shipp,M,175000,175000
2018,LAG,LA,Chris,Pontius,F-M,175000,175000
2018,LAG,LA,Baggio,Husidic,M,175000,175000
2018,RSL,RSL,Luke,Mulholland,M,173250,173250
2018,SEA,SEA,Waylon,Francis,D,171667,165000
2018,SJ,SJ,Tommy,Thompson,M,170000,165000
2018,LAFC,LAFC,Joao,Moutinho,D,170000,130000
2018,COL,COL,Zac,MacMath,GK,170000,170000
2018,FCD,DAL,Francis,Atuahene,F,169000,125000
2018,COL,COL,Dominique,Badji,F,168750,162500
2018,MTL,MTL,Michael,Petrasso,D-M,168129,155004
2018,SJ,SJ,Joel,Qwiberg,D,168000,130000
2018,NE,NE,Chris,Tierney,D-M,165833,157500
2018,HOU,HOU,Leonardo,Da Silva,D,165171,157505
2018,HOU,HOU,Oscar Boniek,Garcia,M,165000,150000
2018,ORL,ORL,Richie,Laryea,M,164000,135000
2018,VAN,VAN,Stefan,Marinovic,GK,162563,150000
2018,VAN,VAN,Russell,Teibert,M,160000,140000
2018,VAN,VAN,Marcel,de Jong,D-M,160000,160000
2018,CLB,CLB,Hector,Jimenez,M,159996,159996
2018,CHI,CHI,Kevin,Ellis,D,158333,150000
2018,MTL,MTL,Evan,Bush,GK,157925,157925
2018,KC,KC,Seth,Sinovic,D,157667,150000
2018,HOU,HOU,Arturo,Alvarez,M,157500,150000
2018,VAN,VAN,Erik,Hurtado,F/M,156250,150000
2018,HOU,HOU,Chris,Seitz,GK,155004,155004
2018,MTL,MTL,Anthony,Jackson-Hamel,F,155000,140000
2018,VAN,VAN,Doneil,Henry,D,154238,140004
2018,RBNY,NYRB,Tyler,Adams,M,153542,107500
2018,PHI,PHI,Warren,Creavalle,M,153000,140000
2018,PHI,PHI,Fabinho,Alves Macedo,D,153000,153000
2018,PHI,PHI,Richie,Marquez,D,151430,145000
2018,POR,POR,Andy,Polo,F,150000,150000
2018,POR,POR,Roy,Miller,D,150000,150000
2018,LAFC,LAFC,Dejan,Jakovic,D,150000,150000
2018,CHI,CHI,Alan,Gordon,F,150000,150000
2018,LAFC,LAFC,Jordan,Harvey,D,150000,150000
2018,VAN,VAN,Sean,Franklin,D,150000,150000
2018,MTL,MTL,Chris,Duvall,D,150000,150000
2018,POR,POR,Julio,Cascante,D,150000,150000
2018,ORL,ORL,Josue,Colman,M,150000,150000
2018,PHI,PHI,Fafa,Picault,F,148667,135000
2018,TFC,TOR,Nicolas,Hasler,D-M,147667,132000
2018,RBNY,NYRB,Tommy,Redding,D,147500,125000
2018,LAFC,LAFC,Luis,Lopez,GK,147500,70000
2018,ATL,ATL,Brandon,Vazquez,F,145004,125004
2018,CLB,CLB,Zack,Steffen,GK,145000,145000
2018,FCD,DAL,Ryan,Hollingshead,D-M,145000,145000
2018,RBNY,NYRB,Fidel,Escobar,D,145000,145000
2018,COL,COL,Marlon,Hairston,M,144996,144996
2018,CHI,CHI,Brandon,Vincent,D,144250,122375
2018,TFC,TOR,Ayo,Akinola,F,140504,54504
2018,KC,KC,Jimmy,Medranda,D,140004,140004
2018,MNU,MNUFC,Marc,Burch,D,140004,140004
2018,DC,DC,Taylor,Kemp,D,140000,140000
2018,DC,DC,Junior,Moreno,M,139500,120000
2018,NE,NE,Scott,Caldwell,M,139375,129375
2018,DC,DC,Ian,Harkes,M,137738,104500
2018,DC,DC,Ulises,Segura,M-F,137000,137000
2018,VAN,VAN,Brian,Rowe,GK,135000,135000
2018,TFC,TOR,Nick,Hagglund,D,134629,125004
2018,DC,DC,Kofi,Opare,D,133125,118125
2018,HOU,HOU,Joe,Willis,GK,132750,125000
2018,CHI,CHI,Richard,Sanchez,GK,132500,130000
2018,LAG,LA,Daniel,Steres,D,132067,125004
2018,SJ,SJ,JT,Marcinkowski,GK,132000,120000
2018,RSL,RSL,David,Horst,D,131629,125004
2018,COL,COL,Michael,Azira,M,131625,125000
2018,RSL,RSL,Shawn,Barry,D,131250,131250
2018,ATL,ATL,Sal,Zizzo,D,130000,130000
2018,POR,POR,Zarek,Valentin,D,130000,130000
2018,VAN,VAN,Nicolas,Mezquida,F-M,130000,130000
2018,DC,DC,Steve,Clark,GK,130000,120000
2018,LAG,LA,Emmanuel,Boateng,F,130000,130000
2018,COL,COL,Edgar,Castillo,D,129996,99996
2018,MTL,MTL,Samuel,Piette,M,129234,120000
2018,MTL,MTL,Shamit,Shome,M,128500,100000
2018,POR,POR,Eryk,Williamson,M,126500,110000
2018,RSL,RSL,Demar,Phillips,D,126250,120000
2018,NYC,NYCFC,Jonathan,Lewis,F,125500,90000
2018,POR,POR,Jake,Gleeson,GK,125167,120000
2018,ORL,ORL,Donny,Toia,D,125004,125004
2018,RBNY,NYRB,Ryan,Meara,GK,125000,120000
2018,CLB,CLB,Ricardo,Clark,M,125000,125000
2018,CHI,CHI,Mohammed,Adams,M,125000,90000
2018,DC,DC,Jared,Jeffrey,M,124996,114996
2018,CHI,CHI,Matt,Polster,M,124890,109890
2018,SJ,SJ,Fatai,Alashe,M,124243,107993
2018,POR,POR,Jeff,Attinella,GK,124000,115000
2018,FCD,DAL,Chris,Richards,D,123750,90000
2018,RSL,RSL,Adam,Henley,D,122833,115000
2018,FCD,DAL,Jimmy,Maurer,GK,122500,120000
2018,FCD,DAL,Tesho,Akindele,F-M,122500,105000
2018,TFC,TOR,Ashtone,Morgan,D,121500,120000
2018,PHI,PHI,Keegan,Rosenberry,D,120763,114950
2018,RBNY,NYRB,Connor,Lade,D,120750,114000
2018,NYC,NYCFC,Saad,Abdul-Salaam,D,120230,106480
2018,CLB,CLB,Eduardo,Sosa,M,120200,100000
2018,CHI,CHI,Jonathan,Campbell,D,120050,111925
2018,ATL,ATL,Gordon,Wild,F,120000,90000
2018,ATL,ATL,Jose Rafael,Hernandez,D,120000,120000
2018,KC,KC,Khiry,Shelton,F,119745,102245
2018,MLS,MLS,Wandrille,Lefevre,D,119500,110000
2018,TFC,TOR,Jay,Chapman,M,117500,99000
2018,RBNY,NYRB,Tim,Parker,D,115935,97185
2018,SJ,SJ,Eric,Calvillo,M,115000,100000
2018,RBNY,NYRB,Alex,Muyl,F,114000,110000
2018,LAG,LA,Tomas,Hilliard-Arce,D,113125,90000
2018,HOU,HOU,Alejandro,Fuenmayor,D,112508,85008
2018,ATL,ATL,Julian,Gressel,M,111250,92500
2018,RSL,RSL,Sebastian,Saucedo,M,110500,100000
2018,PHI,PHI,Auston,Trusty,D,109100,80000
2018,RBNY,NYRB,Cristian,Casseres,M,108750,70000
2018,COL,COL,Andrew,Dykstra,GK,107659,100008
2018,MNU,MNUFC,Matt,Lampson,GK,107500,100000
2018,HOU,HOU,Dylan,Remick,D,106667,105000
2018,MNU,MNUFC,Eric,Miller,D,105998,84998
2018,NE,NE,Brad,Knighton,GK,105956,105956
2018,CHI,CHI,Rafael,Ramos,D,105840,105840
2018,COL,COL,Caleb,Calvert,F,105000,105000
2018,DC,DC,Joseph,Mora,D,104250,90000
2018,PHI,PHI,John,McCarthy,GK,104250,95000
2018,TFC,TOR,Alex,Bono,GK,102200,82000
2018,SJ,SJ,Andrew,Tarbell,GK,102000,88000
2018,CHI,CHI,Jon,Bakero,F,101375,85000
2018,TFC,TOR,Jordan,Hamilton,F,100430,72930
2018,SJ,SJ,Nick,Lima,D,100200,93996
2018,PHI,PHI,Fabian,Herbers,F-M,100008,100008
2018,LAFC,LAFC,Rodrigo,Pacheco,F,100000,100000
2018,RSL,RSL,Danilo,Acosta,M,100000,100000
2018,FCD,DAL,Adonijah,Reid,F,99375,75000
2018,SEA,SEA,Lamar,Neagle,F-M,99000,96000
2018,ORL,ORL,Chris,Mueller,F,98750,85000
2018,CLB,CLB,Adam,Jahn,F,97500,97500
2018,MTL,MTL,Clement,Diop,GK,97290,90000
2018,CLB,CLB,Edward,Opoku,F,96000,75000
2018,CHI,CHI,Djordje,Mihailovic,M,96000,96000
2018,ORL,ORL,Victor,Giro,D-M,95313,90000
2018,MNU,MNUFC,Collin,Martin,M,95004,95004
2018,CLB,CLB,Alex,Crognale,D,95004,95004
2018,COL,COL,Dillon,Serna,M,95000,95000
2018,ATL,ATL,Alec,Kann,GK,94008,94008
2018,CHI,CHI,Christian,Dean,D,93125,90000
2018,HOU,HOU,Jared,Watts,D-M,92500,92500
2018,FCD,DAL,Paxton,Pomykal,M,90000,85000
2018,ORL,ORL,RJ,Allen,D,90000,90000
2018,NE,NE,Jalil,Anibaba,D,90000,90000
2018,COL,COL,Kortne,Ford,D,89500,82500
2018,DC,DC,Chris,Durkin,D-M,89167,80000
2018,ORL,ORL,Cam,Lindley,M,88906,80000
2018,RBNY,NYRB,Michael,Murillo,D,88754,80004
2018,ORL,ORL,Amro,Tarek,D,88333,80000
2018,LAFC,LAFC,James,Murphy,M,87500,67500
2018,ATL,ATL,Andrew,Carleton,F,87400,75000
2018,MTL,MTL,Daniel,Lovitz,M,86625,86625
2018,MNU,MNUFC,Brent,Kallman,D,85792,82500
2018,ORL,ORL,Jose,Villarreal,F,85000,85000
2018,NYC,NYCFC,Brad,Stuver,GK,85000,85000
2018,LAFC,LAFC,Latif,Blessing,F,84375,75000
2018,MTL,MTL,Maxime,Crepeau,GK,84083,80000
2018,ATL,ATL,Chris,Goslin,M,84000,80000
2018,NE,NE,Zachary,Herivaux,M,83906,68906
2018,MLS,MLS,Jose,Leiton,F-M,83000,67500
2018,LAG,LA,Hugo,Arellano,D,82574,75000
2018,KC,KC,Gianluca,Busio,F,82504,80004
2018,CHI,CHI,Grant,Lillard,D,82500,80000
2018,SJ,SJ,Gilbert,Fuentes,M,82000,70000
2018,KC,KC,Daniel,Salloi,F,81625,67500
2018,ORL,ORL,Chris,Schuler,D,81250,75000
2018,CLB,CLB,Jonathan,Kempin,GK,80256,80256
2018,LAFC,LAFC,Calum,Mallace,M,80000,80000
