Season,Club (grouped),Club,First Name,Last Name,Position,Total Compensation,Base Salary
2016,KC,KC,Lawrence,Olum,M,115000,105000
2016,SJ,SJ,Cordell,Cato,M,114167,112500
2016,VAN,VAN,David,Edgar,D,113417,105000
2016,PHI,PHI,Charlie,Davies,F,113316,108938
2016,COL,COL,Marlon,Hairston,D-M,113000,90000
2016,CHI,CHI,Eric,Gehrig,D,112708,106875
2016,KC,KC,Seth,Sinovic,D,112667,105000
2016,RSL,RSL,Justen,Glad,D,111000,100000
2016,POR,POR,Gbenga,Arokoyo,D,110600,90000
2016,CHI,CHI,Nick,LaBrocca,M,110000,110000
2016,COL,COL,Marco,Pappa,M,110000,110000
2016,MTL,MTL,Andres,Romero,M,110000,110000
2016,NE,NE,Scott,Caldwell,M,110000,100000
2016,NYC,NYCFC,Federico,Bravo,M,110000,110000
2016,RSL,RSL,Jordan,Allen,M,110000,100000
2016,HOU,HOU,Keyner,Brown,D,108000,108000
2016,TFC,TOR,Clint,Irwin,GK,107625,95625
2016,RBNY,NYRB,Sean,Davis,M,107500,90000
2016,CLB,CLB,Corey,Ashe,D,105500,95000
2016,CLB,CLB,Conor,Casey,F,105000,105000
2016,CLB,CLB,Hector,Jimenez,M,105000,105000
2016,FCD,DAL,Moises,Hernandez,D,105000,100000
2016,DC,DC,Kofi,Opare,D,105000,90000
2016,RBNY,NYRB,Sal,Zizzo,M,105000,105000
2016,POR,POR,Alvas,Powell,D,103700,95000
2016,SJ,SJ,Shaun,Francis,D,103333,95000
2016,ORL,ORL,Tommy,Redding,D,102500,95000
2016,TFC,TOR,Marco,Delgado,M,102500,100000
2016,TFC,TOR,Mark,Bloom,D,101849,94500
2016,COL,COL,Zach,Pfeffer,M,101000,101000
2016,CLB,CLB,Zack,Steffen,GK,100008,100008
2016,DC,DC,Taylor,Kemp,D,100000,100000
2016,LAG,LA,Emmanuel,Boateng,F,100000,100000
2016,MTL,MTL,Ambroise,Bitolo,D,100000,100000
2016,SJ,SJ,Jordan,Stewart,M-D,100000,100000
2016,ORL,ORL,Servando,Carrasco,M,99625,95000
2016,CHI,CHI,Matt,Polster,M,99000,84000
2016,FCD,DAL,Tesho,Akindele,F-M,97500,80000
2016,MTL,MTL,Romario,Williams,F,97000,75000
2016,POR,POR,Jake,Gleeson,GK,96723,91556
2016,ORL,ORL,Rafael,Ramos,D,96000,96000
2016,SJ,SJ,Chad,Barrett,F,95500,90000
2016,RSL,RSL,Jeff,Attinella,GK,95083,90000
2016,HOU,HOU,Joe,Willis,GK,94500,94500
2016,NYC,NYCFC,Khiry,Shelton,F,94500,77000
2016,RSL,RSL,Pedro,Baez Benitez,F,94325,62500
2016,MTL,MTL,Kyle,Bekker,M,94192,67942
2016,TFC,TOR,Jay,Chapman,M,93500,75000
2016,POR,POR,Chris,Klute,D,91922,86625
2016,CHI,CHI,Brandon,Vincent,D,91875,70000
2016,NYC,NYCFC,Tony,Taylor,F,91875,82500
2016,HOU,HOU,David,Horst,D,91344,88594
2016,SJ,SJ,Fatai,Alashe,M,90500,74250
2016,CLB,CLB,Ben,Swanson,M,90417,70000
2016,COL,COL,Mekeil,Williams,D,90000,85000
2016,LAG,LA,Jose,Villarreal,F,90000,90000
2016,ORL,ORL,Julio,Baptista,M-F,90000,90000
2016,POR,POR,Zarek,Valentin,D,90000,90000
2016,DC,DC,Collin,Martin,M,89167,75000
2016,POR,POR,Ben,Zemanski,M,89000,85000
2016,RSL,RSL,Aaron,Maund,D,88450,85000
2016,PHI,PHI,John,McCarthy,GK,88250,79000
2016,VAN,VAN,Nicolas,Mezquida,M-F,88000,88000
2016,SJ,SJ,Andres,Imperiale,D,87500,85000
2016,VAN,VAN,Andrew,Jacobson,M,87500,62500
2016,FCD,DAL,Coy,Craft,F-M,87083,70000
2016,DC,DC,Jalen,Robinson,D,87000,75000
2016,NYC,NYCFC,Mehdi,Ballouchy,M,86663,71663
2016,NE,NE,Brad,Knighton,GK,86105,86105
2016,RSL,RSL,Boyd,Okwuonu,D,86000,66000
2016,DC,DC,Andrew,Dykstra,GK,85700,75000
2016,TFC,TOR,Alex,Bono,GK,85200,65000
2016,CHI,CHI,Luis,Solignac,F,85000,85000
2016,COL,COL,Juan Edgardo,Ramirez,M,85000,85000
2016,HOU,HOU,Mauro,Manotas,F,85000,85000
2016,NYC,NYCFC,Thomas,McNamara,M,85000,73500
2016,VAN,VAN,Tim,Parker,D,84750,66000
2016,DC,DC,Julian,Buescher,M,84700,70000
2016,SJ,SJ,Marc,Pelosi,M,84500,72000
2016,CHI,CHI,Rodrigo,Ramos,D,84000,80000
2016,HOU,HOU,Kenny,Mansally,D,84000,77500
2016,SJ,SJ,Andrew,Tarbell,GK,84000,70000
2016,FCD,DAL,Aubrey,David,D,83675,62508
2016,KC,KC,Jonathan,Kempin,GK,82750,82750
2016,COL,COL,Caleb,Calvert,F,82500,75000
2016,DC,DC,Andrea,Mancini,F,82500,82500
2016,ORL,ORL,Luke,Boden,D,82500,82500
2016,NE,NE,Mamadu,Cande,D,82288,75000
2016,TFC,TOR,Tosaint,Ricketts,F,81333,63000
2016,RBNY,NYRB,Tyler,Adams,M,81042,65000
2016,COL,COL,Axel,Sjoberg,D,81000,66000
2016,PHI,PHI,Matt,Jones,GK,80625,75000
2016,PHI,PHI,Auston,Trusty,D,80600,51500
2016,LAG,LA,Brian,Rowe,GK,80000,80000
2016,ORL,ORL,Cristian,Higuita,M,80000,80000
2016,ORL,ORL,Carlos,Rivas,M,80000,80000
2016,SEA,SEA,Michael,Farfan,M,80000,80000
2016,HOU,HOU,Zach,Steinberger,M,79250,63000
2016,COL,COL,Dillon,Serna,M,79000,66000
2016,TFC,TOR,Jordan,Hamilton,F,78650,66150
2016,CHI,CHI,Jonathan,Campbell,D,78125,70000
2016,DC,DC,Jared,Jeffrey,M,77863,71663
2016,COL,COL,Eric,Miller,D,77413,66413
2016,SEA,SEA,Damion,Lowe,D,77413,66413
2016,CHI,CHI,Collin,Fernandez,M,77000,75000
2016,FCD,DAL,Jesse,Gonzalez,GK,76875,67500
2016,PHI,PHI,Kevin,Kratz,M,76758,62508
2016,KC,KC,Saad,Abdul-Salaam,D,76750,63000
2016,KC,KC,Connor,Hallisey,M,76750,63000
2016,CHI,CHI,Matt,Lampson,GK,76625,71250
2016,RBNY,NYRB,Ryan,Meara,GK,76496,75246
2016,DC,DC,Charlie,Horton,GK,76167,70000
2016,SEA,SEA,Joevin,Jones,D,76167,70000
2016,KC,KC,Ever,Alvarado,D,75167,51500
2016,RSL,RSL,John,Stertzer,M,75167,66000
2016,KC,KC,Kevin,Ellis,D,75150,72000
2016,LAG,LA,Rafael,Garcia,M,75000,75000
2016,SJ,SJ,Leandro,Barrera,F,75000,75000
2016,VAN,VAN,Samuel,Adekugbe,D,75000,70000
2016,POR,POR,Jack,Barmby,M-F,73800,72000
2016,MTL,MTL,Kyle,Fisher,D,73375,65000
2016,RSL,RSL,Sebastian,Saucedo,M,73000,62500
2016,CHI,CHI,Patrick,McLain,GK,72500,72500
2016,FCD,DAL,Carlos,Ruiz,F,72000,72000
2016,ORL,ORL,Devron,Garcia,M-F,70938,62500
2016,VAN,VAN,Kianz,Froese,M,70500,66000
2016,FCD,DAL,Michael,Barrios,M,70000,70000
2016,KC,KC,Cameron,Porter,F,69750,62500
2016,PHI,PHI,Richard,Marquez,D,69400,63000
2016,POR,POR,Ben,Polk,F,68750,62500
2016,SEA,SEA,Darwin,Jones,F,68750,62500
2016,VAN,VAN,Deybi,Flores,M,68385,62500
2016,PHI,PHI,Keegan,Rosenberry,D,68313,62500
2016,COL,COL,Jared,Watts,D-M,68000,68000
2016,CLB,CLB,Adam,Jahn,F,67500,67500
2016,MTL,MTL,Donny,Toia,D,67500,67500
2016,RSL,RSL,Devon,Sandoval,F,67500,67500
2016,RSL,RSL,Chris,Schuler,D,67500,62500
2016,VAN,VAN,Marco,Bustos,M,67350,62500
2016,COL,COL,Conor,Doyle,F,67250,66000
2016,ORL,ORL,Hadji,Barry,F,67063,62500
2016,CLB,CLB,Cristian,Martinez,M,67008,62508
2016,RBNY,NYRB,Alex,Muyl,F,66500,62500
2016,SEA,SEA,Victor,Mansaray,F,66000,62500
2016,COL,COL,Michael,Azira,M,65827,63000
2016,KC,KC,Erik,Palmer-Brown,D,65500,65000
2016,RBNY,NYRB,Connor,Lade,D,65313,62500
2016,LAG,LA,Daniel,Steres,D,65086,62500
2016,POR,POR,Chris,Konopka,GK,65000,62500
2016,VAN,VAN,Brett,Levis,D,65000,62500
2016,LAG,LA,Oscar,Sorto,D,64875,63000
2016,POR,POR,Andy,Thoma,D,64000,62500
2016,SEA,SEA,Aaron,Kovar,M,63200,63000
2016,CLB,CLB,Chad,Barson,D,63000,63000
2016,CLB,CLB,Brad,Stuver,GK,63000,63000
2016,COL,COL,John,Berner,GK,63000,63000
2016,DC,DC,Miguel,Aguilar,M,63000,63000
2016,KC,KC,Alec,Kann,GK,63000,63000
2016,KC,KC,Jimmy,Medranda,D,63000,63000
2016,LAG,LA,Bradford,Jamieson,F,63000,63000
2016,LAG,LA,David,Romney,D,63000,63000
2016,MTL,MTL,Anthony,Jackson-Hamel,F,63000,63000
2016,MTL,MTL,Wandrille,Lefevre,D,63000,63000
2016,NE,NE,Donnie,Smith,M,63000,63000
2016,NE,NE,London,Woodberry,D,63000,63000
2016,NYC,NYCFC,RJ,Allen,D,63000,63000
2016,RBNY,NYRB,Chris,Duvall,D,63000,63000
2016,RBNY,NYRB,Karl,Ouimette,D,63000,63000
2016,ORL,ORL,Harrison,Heath,M,63000,63000
2016,ORL,ORL,Pedro,Ribeiro,M-F,63000,63000
2016,ORL,ORL,Tyler,Turner,D,63000,63000
2016,PHI,PHI,Leo,Fernandes,M,63000,63000
2016,RSL,RSL,Eduardo,Fernandez,GK,63000,63000
2016,SEA,SEA,Jimmy,Ockford,D,63000,63000
2016,SEA,SEA,Dylan,Remick,D,63000,63000
2016,SJ,SJ,Bryan,Meredith,GK,63000,63000
2016,SJ,SJ,Mark,Sherrod,F,63000,63000
2016,TFC,TOR,Nick,Hagglund,D,63000,63000
2016,TFC,TOR,Daniel,Lovitz,M,63000,63000
2016,TFC,TOR,Chris,Mannella,M,63000,63000
2016,TFC,TOR,Quillan,Roberts,GK,63000,63000
2016,TFC,TOR,Clement,Simonin,D,63000,63000
2016,VAN,VAN,Marco,Carducci,GK,63000,63000
2016,CLB,CLB,Dilly,Duka,M,62508,62508
2016,FCD,DAL,Ryan,Herman,GK,62508,62508
2016,DC,DC,Rob,Vincent,M-F,62508,62508
2016,HOU,HOU,Kevin,Garcia,D,62508,62508
2016,NE,NE,Cody,Cropper,F,62508,62508
2016,NYC,NYCFC,Andre,Rawls,GK,62508,62508
2016,RSL,RSL,Ricardo,Velazco,F,62508,62508
2016,SEA,SEA,Tyler,Miller,GK,62508,62508
2016,SEA,SEA,Nathan,Sturgis,M,62508,62508
2016,CHI,CHI,Drew,Conner,M,62500,62500
2016,FCD,DAL,Mauro,Rosales,M,62500,62500
2016,DC,DC,Luke,Mishu,D,62500,62500
2016,HOU,HOU,Jalil,Anibaba,D,62500,62500
2016,HOU,HOU,Yair,Arboleda,M,62500,62500
2016,HOU,HOU,Sebastien,Ibeagha,D,62500,62500
2016,LAG,LA,Clement,Diop,GK,62500,62500
2016,LAG,LA,Jack,McBean,F,62500,62500
2016,LAG,LA,Raul,Mendiola,F,62500,62500
2016,NE,NE,Zachary,Herivaux,M,62500,62500
2016,NE,NE,Jordan,McCrary,D,62500,62500
2016,NE,NE,Steve,Neumann,M-F,62500,62500
2016,NYC,NYCFC,Eirik,Johansen,GK,62500,62500
2016,NYC,NYCFC,Ethan,White,D,62500,62500
2016,RBNY,NYRB,Anatole,Abang,F,62500,62500
2016,RBNY,NYRB,Brandon,Allen,F,62500,62500
2016,RBNY,NYRB,Kyle,Reynish,GK,62500,62500
2016,PHI,PHI,Eric,Ayuk,M,62500,62500
2016,POR,POR,Nick,Besler,M,62500,62500
2016,RSL,RSL,Danilo,Acosta,M,62500,62500
2016,RSL,RSL,Emery,Welshman,F,62500,62500
2016,SEA,SEA,Oniel,Fisher,M-D,62500,62500
2016,SEA,SEA,Herculez,Gomez,F,62500,62500
2016,SEA,SEA,Zach,Scott,D,62500,62500
2016,SJ,SJ,Kofi,Sarkodie,D,62500,62500
2016,VAN,VAN,Alphonso,Davies,M,62500,62500
2016,VAN,VAN,Marcel,de Jong,D-M,62500,62500
2016,VAN,VAN,Paolo,Tornaghi,GK,62500,62500
2016,ORL,ORL,Mikey,Ambrose,D,62496,62496
2016,ORL,ORL,Tony,Rocha,M,62496,62496
2016,DC,DC,Chris,Durkin,D-M,60671,51504
2016,DC,DC,Alhaji,Kamara,F,59750,51500
2016,VAN,VAN,Fraser,Aird,D-M,58625,51500
2016,PHI,PHI,Derrick,Jones,M,57404,51504
2016,FCD,DAL,Paxton,Pomykal,M,56504,51504
2016,RBNY,NYRB,Derrick,Etienne,M,56500,51500
2016,COL,COL,Dominique,Badji,F,53472,53472
2016,DC,DC,Travis,Worra,GK,53472,53472
2016,NYC,NYCFC,Connor,Brandt,M-D,53472,53472
2016,POR,POR,Taylor,Peay,D,53472,53472
2016,CHI,CHI,Patrick,Doody,D,53471,53471
2016,COL,COL,Joseph,Greenspan,D,52969,51500
2016,HOU,HOU,Rob,Lovejoy,M,52500,52500
2016,MTL,MTL,Maxime,Crepeau,GK,52500,52500
2016,ORL,ORL,Earl,Edwards,GK,52500,52500
2016,SEA,SEA,Charlie,Lyon,GK,52500,52500
2016,SJ,SJ,Matheus,Silva,M,52500,52500
2016,VAN,VAN,Ben,McKendry,M,52500,52500
2016,HOU,HOU,Christian,Lucatero,M,51750,51500
2016,CLB,CLB,Rodrigo,Saravia,M,51504,51504
2016,FCD,DAL,Colin,Bonner,F,51504,51504
2016,FCD,DAL,Timo,Pitter,M-F,51504,51504
2016,KC,KC,Benjamin,Joya,M,51504,51504
2016,RBNY,NYRB,Aaron,Long,D,51504,51504
2016,POR,POR,Neco,Brett,M,51504,51504
2016,POR,POR,Wade,Hamilton,GK,51504,51504
2016,SEA,SEA,Oalex,Anderson,F,51504,51504
2016,CHI,CHI,Joey,Calistri,M,51500,51500
2016,CHI,CHI,Alex,Morrell,M,51500,51500
2016,CLB,CLB,Marshall,Hollingsworth,M,51500,51500
2016,CLB,CLB,Matt,Pacifici,GK,51500,51500
2016,COL,COL,Dennis,Castillo,D,51500,51500
2016,FCD,DAL,Aaron,Guillen,D,51500,51500
2016,HOU,HOU,Calle,Brown,GK,51500,51500
2016,HOU,HOU,Jose,Escalante,M,51500,51500
2016,KC,KC,Emmanuel,Appiah,M,51500,51500
2016,KC,KC,Daniel,Salloi,F,51500,51500
2016,LAG,LA,Ariel,Lassiter,F,51500,51500
2016,MTL,MTL,David,Choiniere,M,51500,51500
2016,MTL,MTL,Amadou,Dia,D,51500,51500
2016,MTL,MTL,Jeremy,Gagnon-Lapare,M,51500,51500
2016,NE,NE,Femi,Hollinger-Janzen,F,51500,51500
2016,NE,NE,Matt,Turner,GK,51500,51500
2016,NYC,NYCFC,Shannon,Gomez,D,51500,51500
2016,NYC,NYCFC,Mikey,Lopez,M,51500,51500
2016,RBNY,NYRB,Justin,Bilyeu,D,51500,51500
2016,ORL,ORL,Mason,Stajduhar,GK,51500,51500
2016,PHI,PHI,Cole,Missimo,M,51500,51500
2016,PHI,PHI,Ken,Tribbett,D,51500,51500
2016,PHI,PHI,Taylor,Washington,D,51500,51500
2016,RSL,RSL,Phanuel,Kavita,D,51500,51500
2016,SEA,SEA,Tony,Alfaro,D,51500,51500
2016,SJ,SJ,Kip,Colvey,D,51500,51500
2016,TFC,TOR,Mo,Babouli,F,51500,51500
2016,TFC,TOR,Tsubasa,Endoh,F,51500,51500
2016,VAN,VAN,Cole,Seiler,D,51500,51500
2016,MTL,MTL,Michael,Salazar,F,51492,51492
2015,ORL,ORL,Kaka,,M,7167500,6660000
2015,TFC,TOR,Sebastian,Giovinco,M,7115556,5600000
2015,TFC,TOR,Michael,Bradley,M,6500000,6000000
2015,LAG,LA,Steven,Gerrard,M,6332504,6200004
2015,NYC,NYCFC,Frank,Lampard,M,6000000,6000000
2015,LAG,LA,Giovani,Dos Santos,M,5750008,4000008
2015,NYC,NYCFC,David,Villa,F,5610000,5610000
2015,TFC,TOR,Jozy,Altidore,F,4750000,4750000
2015,SEA,SEA,Clint,Dempsey,F,4605942,3913008
2015,LAG,LA,Robbie,Keane,F,4500000,4500000
2015,NE,NE,Jermaine,Jones,M,3052500,2800000
2015,SEA,SEA,Obafemi,Martins,F,3000000,2400000
2015,NYC,NYCFC,Andrea,Pirlo,M,2315694,2000004
2015,MTL,MTL,Didier,Drogba,F,2166668,1666668
2015,LAG,LA,Omar,Gonzalez,D,1450000,1200000
2015,VAN,VAN,Pedro,Morales,M,1410900,1190000
2015,SJ,SJ,Innocent,Emeghara,F,1300000,988000
2015,SEA,SEA,Nelson,Valdez,F,1215000,960000
2015,CLB,CLB,Federico,Higuain,M-F,1175000,1175000
2015,COL,COL,Kevin,Doyle,F,1170000,1125000
2015,POR,POR,Liam,Ridgewell,D,1150000,1000000
2015,CHI,CHI,Gilberto,Junior,F,1144992,1144992
2015,RSL,RSL,Juan Manuel,Martinez,F,1108667,710000
2015,CHI,CHI,Kennedy,Igboananike,F,901667,800000
2015,VAN,VAN,Octavio,Rivero,F,890850,890850
2015,HOU,HOU,DaMarcus,Beasley,D,813333,750000
2015,POR,POR,Lucas,Melano,F,799992,799992
2015,SEA,SEA,Osvaldo,Alonso,M,789667,748000
2015,PHI,PHI,Maurice,Edu,M,768750,700000
2015,KC,KC,Roger,Espinoza,M,750000,750000
2015,NYC,NYCFC,Mix,Diskerud,M,750000,750000
2015,CHI,CHI,David,Accam,F,720938,650000
2015,RSL,RSL,Kyle,Beckerman,M,700000,625000
2015,KC,KC,Matt,Besler,D,683250,650000
2015,KC,KC,Graham,Zusi,F-M,682102,650000
2015,SJ,SJ,Chris,Wondolowski,M,675000,625000
2015,POR,POR,Fanendo,Adi,F,664000,651500
2015,PHI,PHI,Tranquillo,Barnetta,M,661500,624000
2015,RBNY,NYRB,Bradley,Wright-Phillips,F,660000,600000
2015,CLB,CLB,Gaston,Sauro,D,599513,583200
2015,POR,POR,Diego,Valeri,M,550000,550000
2015,RBNY,NYRB,Sacha,Kljestan,M,537500,400000
2015,CLB,CLB,Kei,Kamara,F,536667,400000
2015,ORL,ORL,Aurelien,Collin,D,525000,500000
2015,ORL,ORL,Brek,Shea,M-D,520000,475000
2015,KC,KC,Dom,Dwyer,F,518750,400000
2015,SEA,SEA,Roman,Torres,D,513813,438000
2015,DC,DC,Alvaro,Saborio,F,493333,400000
2015,NE,NE,Jose,Goncalves,D,479375,450000
2015,CHI,CHI,Mike,Magee,F,467500,400000
2015,HOU,HOU,Brad,Davis,M,445500,400000
2015,FCD,DAL,Mauro,Diaz,M,442400,364000
2015,NE,NE,Juan,Agudelo,F,427500,400000
2015,COL,COL,Marcelo,Sarvas,M,425000,360000
2015,HOU,HOU,Erick,Torres,F,425000,350000
2015,DC,DC,Bill,Hamid,GK,405500,360000
2015,MTL,MTL,Laurent,Ciman,D,401667,370000
2015,MTL,MTL,Ignacio,Piatti,M,400000,400000
2015,PHI,PHI,Steven,Vitoria,D,400000,400000
2015,DC,DC,Chris,Pontius,M-F,396000,365000
2015,FCD,DAL,Blas,Perez,F,374250,350000
2015,TFC,TOR,Damien,Perquis,D,372500,323000
2015,RSL,RSL,Nick,Rimando,GK,370000,350000
2015,KC,KC,Benny,Feilhaber,M,362188,350000
2015,HOU,HOU,Raul,Rodriguez,D,354333,325000
2015,PHI,PHI,Fernando,Aristeguieta,F,350004,350004
2015,LAG,LA,Juninho,,M,350000,350000
2015,TFC,TOR,Ahmed,Kantari,D,345000,300000
2015,SJ,SJ,Clarence,Goodson,D,342000,315000
2015,FCD,DAL,David,Texeira,F,338000,338000
2015,HOU,HOU,Ricardo,Clark,M,337750,304000
2015,DC,DC,Markus,Halsti,M,336833,275000
2015,RSL,RSL,Luis,Gil,M,335083,240000
2015,POR,POR,Will,Johnson,F,334333,314000
2015,CLB,CLB,Jack,McInerney,F,334167,270000
2015,PHI,PHI,Vincent,Nogueira,M,330000,330000
2015,ORL,ORL,David,Mateos,D,325000,300000
2015,VAN,VAN,Matias,Laba,M,325000,325000
2015,RBNY,NYRB,Ronald,Zubar,D,320000,240000
2015,HOU,HOU,Oscar,Boniek Garcia,F,303750,245000
2015,SEA,SEA,Brad,Evans,F,302666,276665
2015,VAN,VAN,David,Ousted,GK,302570,286000
2015,CLB,CLB,Michael,Parkhurst,D,300000,275000
2015,KC,KC,Amobi,Okugo,M,300000,275000
2015,RSL,RSL,Javier,Morales,M,300000,300000
2015,RSL,RSL,Jamison,Olave,D,300000,290000
2015,SEA,SEA,Chad,Marshall,D,291667,275000
2015,COL,COL,Vicente,Sanchez,F,286667,210000
2015,MTL,MTL,Kenny,Cooper,F,285625,220000
2015,PHI,PHI,Sebastien,Le Toux,M,285228,275000
2015,PHI,PHI,Andrew,Wenger,D/F,282000,180000
2015,ORL,ORL,Bryan,Rochez,F,279500,200000
2015,COL,COL,Dillon,Powers,M,275000,245000
2015,MTL,MTL,Nigel,Reo-Coker,D-M,275000,275000
2015,COL,COL,Gabriel,Torres,F,274500,262000
2015,VAN,VAN,Darren,Mattocks,F,272000,180000
2015,CHI,CHI,Jeff,Larentowicz,D,271000,265000
2015,COL,COL,Drew,Moor,D,270500,258500
2015,RSL,RSL,Sebastian,Jaime,F,266667,200000
2015,VAN,VAN,Mauro,Rosales,M,265000,215000
2015,POR,POR,Darlington,Nagbe,M/F,263000,244000
2015,CLB,CLB,Emanuel,Pogatetz,D,262500,250000
2015,RBNY,NYRB,Dax,McCarty,M,262500,220000
2015,TFC,TOR,Herculez,Gomez,F,261000,240000
2015,LAG,LA,Donovan,Ricketts,GK,260000,260000
2015,POR,POR,Adam,Kwarasey,GK,260000,260000
2015,SJ,SJ,Jean Baptiste,Pierazzi,M,260000,260000
2015,TFC,TOR,Benoit,Cheyrou,M,259333,250000
2015,HOU,HOU,Giles,Barnes,M,258375,247500
2015,DC,DC,Perry,Kitchen,D,257450,172000
2015,TFC,TOR,Robbie,Findley,F,255500,225000
2015,CHI,CHI,Sean,Johnson,GK,253000,250000
2015,MTL,MTL,Dominic,Oduro,F,251667,250000
2015,KC,KC,Soni,Mustivar,M,250000,250000
2015,KC,KC,Krisztian,Nemeth,F,250000,250000
2015,MTL,MTL,Hassoun,Camara,D/M,246625,235000
2015,POR,POR,Nat,Borchers,D,245000,235000
2015,CHI,CHI,Adailton,Filho,D,244500,200000
2015,SJ,SJ,Victor,Bernardez,D,241600,200000
2015,VAN,VAN,Gershon,Koffie,M,241000,230000
2015,NE,NE,Teal,Bunbury,F,240000,195000
2015,RBNY,NYRB,Lloyd,Sam,F,240000,230000
2015,SJ,SJ,Matias,Perez,M,240000,240000
2015,HOU,HOU,Kofi,Sarkodie,D,235500,190000
2015,TFC,TOR,Luke,Moore,F,235500,215000
2015,DC,DC,Sean,Franklin,D,234167,202500
2015,FCD,DAL,Dan,Kennedy,GK,233000,233000
2015,KC,KC,Paulo,Nagamura,M,230000,230000
2015,ORL,ORL,Tally,Hall,GK,228500,215000
2015,LAG,LA,Mika,Vayrynen,M,227496,204996
2015,MTL,MTL,Marco,Donadel,M,226671,190004
2015,CHI,CHI,Razvan,Cocis,M,226667,220000
2015,VAN,VAN,Kendall,Waston,D,226250,225000
2015,NYC,NYCFC,Javier,Calle,M,225750,200000
2015,FCD,DAL,Bakary,Soumare,D,225000,225000
2015,DC,DC,Chris,Rolfe,F,225000,210000
2015,LAG,LA,Gyasi,Zardes,F,223000,150000
2015,NE,NE,Kelyn,Rowe,M,221000,140000
2015,CLB,CLB,Cedrick,Mabwati,M,220179,201429
2015,PHI,PHI,Cristian,Maidana,F,217250,203500
2015,CHI,CHI,Patrick,Nyarko,F,215750,200000
2015,NYC,NYCFC,Ned,Grabavoy,M,215000,200000
2015,NYC,NYCFC,Chris,Wingert,D,215000,215000
2015,HOU,HOU,Jermaine,Taylor,D,213000,203500
2015,DC,DC,Davy,Arnaud,M,212500,212500
2015,NYC,NYCFC,Jefferson,Mena,D,211400,200000
2015,COL,COL,Lucas,Pittinari,M,210000,190000
2015,RBNY,NYRB,Felipe,Martins,M,207500,175000
2015,RSL,RSL,Anthony,Beltran,D,205950,195000
2015,LAG,LA,Todd,Dunivant,D,205750,185000
2015,SJ,SJ,Anibal,Godoy,M,204000,204000
2015,COL,COL,Sam,Cronin,M,202500,200000
2015,LAG,LA,AJ,DeLaGarza,D,202500,200000
2015,SEA,SEA,Erik,Friberg,M,202500,180000
2015,SEA,SEA,Andreas,Ivanschitz,M,201250,180000
2015,SJ,SJ,Marvell,Wynne,D,200625,190000
2015,RBNY,NYRB,Gonzalo,Veron,M-F,200004,200004
2015,NYC,NYCFC,Andoni,Iraola,D,200004,200004
2015,DC,DC,Bobby,Boswell,D,200000,200000
2015,MTL,MTL,Dilaver,Duka,M,200000,175000
2015,RBNY,NYRB,Roy,Miller,M,200000,200000
2015,POR,POR,Maximiliano,Urruti,F,200000,200000
2015,MTL,MTL,Justin,Mapp,M,199225,186725
2015,NE,NE,Andrew,Farrell,D,198500,117500
2015,ORL,ORL,Adrian,Winter,M,198333,180000
2015,VAN,VAN,Steven,Beitashour,D,197167,190000
2015,FCD,DAL,Zach,Loyd,M,196667,175000
2015,CLB,CLB,Tony,Tchani,M,195000,170000
2015,KC,KC,Chance,Myers,D-M,195000,170000
2015,NE,NE,Lee,Nguyen,M/F,193750,175000
2015,TFC,TOR,Jackson,Goncalves,D,192500,165000
2015,LAG,LA,Robbie,Rogers,F,191667,175000
2015,KC,KC,Marcel,de Jong,D,191500,180000
2015,POR,POR,Rodney,Wallace,M-D,190000,165000
2015,ORL,ORL,Corey,Ashe,M,189750,180000
2015,CLB,CLB,Steve,Clark,GK,188333,170000
2015,FCD,DAL,Rolando,Escobar,M,185000,180000
2015,HOU,HOU,Will,Bruin,F,185000,140000
2015,NYC,NYCFC,Jason,Hernandez,D,185000,175000
2015,RSL,RSL,Chris,Schuler,D,182000,165000
2015,FCD,DAL,Walker,Zimmerman,D,180100,100000
2015,COL,COL,Nick,LaBrocca,M,180000,160000
2015,FCD,DAL,Jevaughn,Watson,M-D,180000,160000
2015,PHI,PHI,Conor,Casey,F,180000,180000
2015,TFC,TOR,Justin,Morrow,D,179563,170000
2015,VAN,VAN,Christian,Dean,D,176000,95000
2015,CLB,CLB,Justin,Meram,F,175000,165000
2015,DC,DC,Fabian,Espindola,F,175000,175000
2015,LAG,LA,Alan,Gordon,F,175000,175000
2015,SEA,SEA,Tyrone,Mears,D,174000,165000
2015,KC,KC,Mikey,Lopez,M,172000,100000
2015,CLB,CLB,Waylon,Francis,D,170167,144000
2015,POR,POR,Diego,Chara,M,170000,170000
2015,VAN,VAN,Pa Modou,Kah,D,170000,170000
2015,FCD,DAL,Ezequiel,Cirigliano,M,168000,125000
2015,SEA,SEA,Lamar,Neagle,M,167833,165000
2015,VAN,VAN,Russell,Teibert,M,167500,100000
2015,ORL,ORL,Cyle,Larin,F,167000,125000
2015,VAN,VAN,Diego,Rodriguez,D,165750,124000
2015,DC,DC,Jairo,Arrieta,F,165000,150000
2015,SEA,SEA,Stefan,Frei,GK,165000,165000
2015,SEA,SEA,Leonardo,Gonzalez,D,165000,165000
2015,CLB,CLB,Wil,Trapp,M,164500,137500
2015,RSL,RSL,Luis,Silva,M,162634,131384
2015,FCD,DAL,Michel,Pereira,M/D,161500,140000
2015,FCD,DAL,Fabian,Castillo,F,160000,145000
